ORDER_ID,CUSTOMER_ID,PROD_ID,TRANSACTION_DATE,UNITS,MOBILE NUMBER,CUSTOMER_NAME,DOB,STATE_CODE,PRODUCT_CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PRICE,SALES
9050,221,64,14-03-2019,9,1000032854,Dana Kaydos,15-10-1971,WA,VEGETABLES,ROOTY VEGETABLES,white raddish,9,81
9051,422,24,16-10-2019,10,1000033056,Theresa Coyne,24-10-1936,QLD,VEGETABLES,EXOTIC VEGETABLES,BABYCORN,19,190
9052,460,173,08/11/19,2,1000033094,Hilary Holden,17-07-1962,QLD,CHOCOLATES AND SWEETS,CANDIES,PARLE ORANGE BITE CANDY 289 GM,50,100
9053,65,117,01/07/19,1,1000032611,Dave Kipp,31-03-1961,NSW,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE STRAWBERRY JUZT JELLY 62.9 GM,20,20
9054,460,15,01/01/19,10,1000033094,Hilary Holden,17-07-1962,QLD,VEGETABLES,CUCUMBER AND GOURDS,BITTER GOURD (KARELA),44,440
9055,83,103,23-11-2019,7,1000032629,Rachel Payne,21-04-1964,VIC,FRUITS,SEASONAL FRUITS,amarphal,249,1743
9056,111,175,20-09-2019,6,1000032657,Adrian Barton,4/7/1969,SA,CHOCOLATES AND SWEETS,CANDIES,RINDA PUDDING CUP JELLY 80 GM (PACK OF 6),139,834
9057,77,51,16-08-2019,7,1000032623,Raymond Messe,19-08-1986,NSW,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,224
9058,489,95,21-11-2019,8,1000033123,Dianna Arnett,8/8/1949,QLD,FRUITS,IMPORTED_FRUITS,baby kiwi,89,712
9059,83,169,17-10-2019,3,1000032629,Rachel Payne,21-04-1964,VIC,CHOCOLATES AND SWEETS,CANDIES,PARLE KACCHA MANGO BITE CANDY 277 GM,50,150
9060,215,172,12/08/19,8,1000032848,Mitch Willingham,24-03-1954,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE MANGO BITE CANDY 289 GM,50,400
9061,250,21,07/12/19,6,1000032883,Brendan Dodson,10/5/1955,VIC,VEGETABLES,CUCUMBER AND GOURDS,MADRAS CUCUMBER (MADRAS KHEERA),33,198
9062,268,51,01/05/19,5,1000032901,Pauline Chand,2/2/1971,WA,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,160
9063,388,124,15-01-2019,1,1000033022,Brendan Murry,12/9/1958,WA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI ORANGE FLAVOURED HARD BOILED SUGAR CANDY 100 ,20,20
9064,572,100,12/10/19,9,1000033206,George Ashbrook,20-01-1982,QLD,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,1791
9065,254,92,24-08-2019,10,1000032887,Cynthia Delaney,30-03-1943,WA,FRUITS,CITRUS_FRUITS,parlee namkeen alu bhujia,na,#VALUE!
9066,182,158,05/08/19,6,1000032789,Mary Zewe,31-08-1967,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CARAMEL TOFFEE 156.4 GM,50,300
9067,70,68,21-10-2019,5,1000032616,Shui Tom,11/3/1988,VIC,VEGETABLES,SEASONAL VEGETABLES,cauliflower,29,145
9068,97,125,27-12-2019,10,1000032643,Khloe Miller,2/1/1976,SA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI STRAWBERRY FLAVOURED HARD BOILED SUGAR CANDY ,20,200
9069,493,2,15-06-2019,8,1000033127,Henry Goldwyn,12/7/1937,QLD,VEGETABLES,BEANS,CLUSTER BEANS(GOUAR KI PHALI),89,712
9070,390,3,12/06/19,1,1000033024,Steven Ward,9/5/1982,WA,VEGETABLES,BEANS,COW PEAS(BORA BEANS),59,59
9071,197,81,27-03-2019,3,1000032830,Jim Radford,24-10-1990,WA,FRUITS,BANANA,robust,26,78
9072,238,114,25-09-2019,8,1000032871,Sarah Foster,14-04-1965,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY COLA BOTTLES 72.8 GM,30,240
9073,73,83,20-05-2019,8,1000032619,Aimee Bixby,1/6/1988,NSW,FRUITS,BERRY,gooseberry(amla),69,552
9074,501,72,25-12-2019,2,1000033135,Brendan Sweed,22-10-1954,QLD,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,78
9075,472,25,08/08/19,1,1000033106,Hallie Redmond,3/1/1970,QLD,VEGETABLES,EXOTIC VEGETABLES,BROCCOLI,119,119
9076,596,119,08/08/19,2,1000033230,Sanjit Engle,16-06-1971,SA,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BELT 57.6 GM,30,60
9077,48,163,23-06-2019,2,1000032594,Scott Williamson,24-03-1973,SA,CHOCOLATES AND SWEETS,CANDIES,COCO CADO ASSORTED 2 IN1 PUDDING 170 GM,50,100
9078,338,82,12/02/19,7,1000032971,Mark Cousins,26-03-1971,WA,FRUITS,BANANA,yellaki,85,595
9079,286,134,28-04-2019,7,1000032919,Christina DeMoss,2/10/1971,WA,CHOCOLATES AND SWEETS,CANDIES,MENTOS RAINBOW CHEWY CANDIES 36.4 GM (STICK),15,105
9080,469,30,04/05/19,8,1000033103,Benjamin Farhat,28-07-1949,QLD,VEGETABLES,EXOTIC VEGETABLES,HERB THYME,20,160
9081,396,116,15-07-2019,9,1000033030,Ed Jacobs,29-08-1956,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE LOLLIPOP 40 GM (ASSORTED PACK),30,270
9082,67,95,05/01/19,7,1000032613,Evan Minnotte,29-11-1989,NSW,FRUITS,IMPORTED_FRUITS,baby kiwi,89,623
9083,32,103,02/01/19,6,1000032578,Joel Eaton,3/5/1969,QLD,FRUITS,SEASONAL FRUITS,amarphal,249,1494
9084,478,174,17-03-2019,7,1000033112,Andy Gerbode,16-04-1961,QLD,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,413
9085,443,16,07/05/19,5,1000033077,Philip Fox,14-08-1963,QLD,VEGETABLES,CUCUMBER AND GOURDS,BOTTLE GOURD (LAUKI),18,90
9086,137,115,10/02/19,4,1000032692,Dario Medina,3/4/1986,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,120
9087,274,174,26-02-2019,5,1000032907,Becky Martin,19-10-1967,WA,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,295
9088,484,112,02/07/19,8,1000033118,Charlotte Melton,17-11-1956,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CARAMEL CANDY 30.6 GM (STICK),20,160
9089,532,78,15-06-2019,10,1000033166,Ivan Gibson,22-12-1980,QLD,FRUITS,APPLE,Fuji,239,2390
9090,586,141,15-11-2019,6,1000033220,Max Ludwig,16-04-1970,QLD,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,60
9091,230,129,11/07/19,3,1000032863,Tony Molinari,9/5/1958,SA,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO STRAWBERRY BABY PULPY FRUIT CHEWS CANDY 150 GM,19,57
9092,46,96,04/12/19,4,1000032592,Ellis Ballard,25-09-1969,QLD,FRUITS,IMPORTED_FRUITS,dragon fruit,65,260
9093,495,154,04/09/19,1,1000033129,Delfina Latchford,26-07-1953,QLD,CHOCOLATES AND SWEETS,CANDIES,TIC TAC PEACH AND PASSION FRUIT FLAVOURED MINTS 10.2 GM,10,10
9094,20,67,09/05/19,6,1000032566,Ann Blume,21-10-1948,NSW,VEGETABLES,SEASONAL VEGETABLES,capsicum green,56,336
9095,526,95,25-02-2019,9,1000033160,Steven Cartwright,20-05-1976,QLD,FRUITS,IMPORTED_FRUITS,baby kiwi,89,801
9096,559,144,06/03/19,6,1000033193,Kelly Andreada,12/12/1959,WA,CHOCOLATES AND SWEETS,CANDIES,RAVALGAON SUPRIME ASSORTED TOFFEE 238 GM,50,300
9097,480,95,21-09-2019,1,1000033114,Tiffany House,31-08-1973,QLD,FRUITS,IMPORTED_FRUITS,baby kiwi,89,89
9098,413,100,23-06-2019,7,1000033047,Maris LaWare,30-04-1932,VIC,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,1393
9099,140,158,17-11-2019,10,1000032700,Sean O'Donnell,27-08-1965,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CARAMEL TOFFEE 156.4 GM,50,500
9100,527,88,25-06-2019,3,1000033161,Brian Dahlen,7/11/1965,QLD,FRUITS,CITRUS_FRUITS,pineapple,59,177
9101,244,92,21-07-2019,8,1000032877,Carlos Meador,13-09-1956,WA,FRUITS,CITRUS_FRUITS,parlee namkeen alu bhujia,na,#VALUE!
9102,27,124,24-11-2019,1,1000032573,Eugene Barchas,17-07-1978,NSW,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI ORANGE FLAVOURED HARD BOILED SUGAR CANDY 100 ,20,20
9103,86,39,12/08/19,7,1000032632,Lindsay Williams,14-03-1932,WA,VEGETABLES,LEAFY VEGETABLES,FENUGREEK (METHI),14,98
9104,575,98,22-09-2019,9,1000033209,Michael Nguyen,26-11-1970,QLD,FRUITS,IMPORTED_FRUITS,imported kiwi eaches,39,351
9105,571,77,10/08/19,6,1000033205,MaryBeth Skach,7/8/1935,QLD,FRUITS,APPLE,royal gala,179,1074
9106,293,44,04/05/19,3,1000032926,Neola Schneider,19-04-1940,WA,VEGETABLES,LEAFY VEGETABLES,SPRING ONION (HARA PYAZ),19,57
9107,534,42,10/08/19,1,1000033168,Kalyca Meade,4/2/1955,QLD,VEGETABLES,LEAFY VEGETABLES,RED AMARANTHUS (LAL CHAULAEE),15,15
9108,314,91,09/05/19,5,1000032947,Roger Barcio,26-04-1976,WA,FRUITS,CITRUS_FRUITS,white guava,59,295
9109,357,123,03/06/19,1,1000032990,Sample Company A,13-11-1959,WA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI LEMON FLAVOURED HARD BOILED SUGAR CANDY 100 GM,20,20
9110,83,102,08/05/19,10,1000032629,Rachel Payne,21-04-1964,VIC,FRUITS,MELONS,water melon(2.5kg),85,850
9111,330,153,14-12-2019,9,1000032963,Eric Murdock,3/3/1944,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC MINTENSITY MINTS 15 GM,15,135
9112,461,13,23-04-2019,2,1000033095,Stefanie Holloman,13-05-1977,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,LEMON(NEEMBU),59,118
9113,22,151,15-10-2019,9,1000032568,Jason Klamczynski,13-08-1989,VIC,CHOCOLATES AND SWEETS,CANDIES,TIC TAC CHERRY COLA 16 GM,25,225
9114,490,98,07/06/19,1,1000033124,Shahid Shariari,18-09-1964,QLD,FRUITS,IMPORTED_FRUITS,imported kiwi eaches,39,39
9115,600,11,03/05/19,10,1000033234,Eva Jacobs,4/3/1929,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,GINGER(ADRAKH),99,990
9116,548,1,20-04-2019,10,1000033182,Alyssa Crouse,1/12/1960,QLD,VEGETABLES,BEANS,BEANS(DESI/LOCAL BEANS),49,490
9117,90,22,25-09-2019,8,1000032636,Noah Childs,2/2/1964,NT,VEGETABLES,CUT VEGETABLES,SWEET CORN SHELLED,20,160
9118,115,18,03/11/19,9,1000032661,Toby Carlisle,1/10/1939,SA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (DESI KHEERA),34,306
9119,99,174,15-06-2019,6,1000032645,Dave Brooks,24-01-1980,SA,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,354
9120,548,128,25-08-2019,2,1000033182,Alyssa Crouse,1/12/1960,QLD,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO MANGO FRUIT CHEWS 150 GM,49,98
9121,408,84,14-12-2019,1,1000033042,Laurel Workman,25-04-1953,WA,FRUITS,CITRUS_FRUITS,jujube(ber),35,35
9122,476,67,02/09/19,9,1000033110,Angele Hood,31-05-1964,QLD,VEGETABLES,SEASONAL VEGETABLES,capsicum green,56,504
9123,539,171,22-08-2019,8,1000033173,Carl Jackson,20-07-1969,QLD,CHOCOLATES AND SWEETS,CANDIES,PARLE LONDONDERRY LACTO BONBON CANDY 277 GM,50,400
9124,339,24,01/06/19,5,1000032972,Brian Derr,19-10-1960,WA,VEGETABLES,EXOTIC VEGETABLES,BABYCORN,19,95
9125,13,49,02/05/19,3,1000032559,Vicky Freymann,11/4/1979,VIC,VEGETABLES,ONION POTATO AND TOMATO,TOMATO (TAMATAR),32,96
9126,114,100,26-03-2019,1,1000032660,Christopher Conant,13-09-1947,SA,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,199
9127,450,154,10/03/19,2,1000033084,Mark Van Huff,4/5/1983,QLD,CHOCOLATES AND SWEETS,CANDIES,TIC TAC PEACH AND PASSION FRUIT FLAVOURED MINTS 10.2 GM,10,20
9128,10,170,06/05/19,4,1000032556,Greg Maxwell,15-08-1952,ACT,CHOCOLATES AND SWEETS,CANDIES,PARLE KISMI TOFFEE 314 GM,50,200
9129,487,28,19-09-2019,4,1000033121,Craig Carroll,27-11-1963,QLD,VEGETABLES,EXOTIC VEGETABLES,CURLED PARSLEY,19,76
9130,392,176,19-10-2019,3,1000033026,Arthur Gainer,11/11/1959,WA,CHOCOLATES AND SWEETS,CANDIES,RINDA PURE LYCHEE JELLY 25 GM,99,297
9131,551,99,18-05-2019,3,1000033185,Shaun Chance,16-02-1948,QLD,FRUITS,IMPORTED_FRUITS,imported orange,149,447
9132,540,105,16-12-2019,9,1000033174,Andy Yotov,28-02-1982,QLD,FRUITS,SEASONAL FRUITS,dates imported(500gm),189,1701
9133,431,69,10/04/19,8,1000033065,Paul Prost,15-04-1950,QLD,VEGETABLES,SEASONAL VEGETABLES,coconut,30,240
9134,67,14,26-06-2019,8,1000032613,Evan Minnotte,29-11-1989,NSW,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,LEMON GRASS,25,200
9135,319,84,02/05/19,7,1000032952,Robert Waldorf,17-08-1960,WA,FRUITS,CITRUS_FRUITS,jujube(ber),35,245
9136,214,134,06/05/19,10,1000032847,Muhammed Yedwab,16-07-1937,WA,CHOCOLATES AND SWEETS,CANDIES,MENTOS RAINBOW CHEWY CANDIES 36.4 GM (STICK),15,150
9137,291,83,17-02-2019,2,1000032924,Alejandro Savely,29-07-1940,WA,FRUITS,BERRY,gooseberry(amla),69,138
9138,502,91,02/02/19,4,1000033136,Denny Ordway,30-10-1932,QLD,FRUITS,CITRUS_FRUITS,white guava,59,236
9139,498,53,25-07-2019,7,1000033132,Mark Haberlin,5/6/1976,QLD,VEGETABLES,SPROUTS AND PEAS,green sprouts(hara chana 250gm),32,224
9140,346,10,16-02-2019,3,1000032979,Sally Hughsby,25-06-1939,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,GARLIC PEELED (CHHILA LASSAN),35,105
9141,57,133,05/11/19,10,1000032603,Mitch Webber,1/2/1960,VIC,CHOCOLATES AND SWEETS,CANDIES,MENTOS PURE FRESH MINT SUGARFREE GUM 56 GM,100,1000
9142,392,62,25-09-2019,9,1000033026,Arthur Gainer,11/11/1959,WA,VEGETABLES,ROOTY VEGETABLES,delhi carrot,49,441
9143,263,178,20-05-2019,1,1000032896,Tamara Chand,20-01-1967,WA,CHOCOLATES AND SWEETS,CANDIES,Simpkins Tropical Fruit Travel Sweets Candy 175 gm,275,275
9144,308,152,11/10/19,2,1000032941,John Castell,3/12/1963,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC ELAICHI MINTS 10.7 GM,25,50
9145,78,151,18-08-2019,10,1000032624,Harry Greene,6/6/1977,NSW,CHOCOLATES AND SWEETS,CANDIES,TIC TAC CHERRY COLA 16 GM,25,250
9146,153,55,25-06-2019,9,1000032737,Yoseph Carroll,12/5/1980,WA,VEGETABLES,SPROUTS AND PEAS,sprouted beans mathki(200gm),32,288
9147,72,111,14-12-2019,8,1000032618,Laura Armstrong,13-05-1974,NSW,FRUITS,SEASONAL FRUITS,pomigranate kesar,99,792
9148,320,15,05/10/19,3,1000032953,Dennis Bolton,30-10-1976,WA,VEGETABLES,CUCUMBER AND GOURDS,BITTER GOURD (KARELA),44,132
9149,6,77,16-11-2019,6,1000032552,Toby Swindell,21-07-1987,NSW,FRUITS,APPLE,royal gala,179,1074
9150,287,38,20-04-2019,8,1000032920,Barry Gonzalez,18-05-1978,WA,VEGETABLES,LEAFY VEGETABLES,DILL LEAVES ,20,160
9151,206,149,15-08-2019,2,1000032839,Julie Creighton,4/12/1960,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD IMLI & GUAVA CANDY 100 GM,100,200
9152,164,91,12/02/19,2,1000032763,Jamie Frazer,14-01-1987,QLD,FRUITS,CITRUS_FRUITS,white guava,59,118
9153,442,11,22-06-2019,1,1000033076,Christina Anderson,5/11/1939,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,GINGER(ADRAKH),99,99
9154,9,31,18-06-2019,5,1000032555,Joseph Holt,4/3/1958,NSW,VEGETABLES,EXOTIC VEGETABLES,ICEBERG LETTUCE,119,595
9155,375,76,28-04-2019,9,1000033009,Denise Leinenbach,11/11/1970,WA,FRUITS,APPLE,red delicious,159,1431
9156,122,40,26-06-2019,8,1000032668,Resi Pölking,4/12/1980,NSW,VEGETABLES,LEAFY VEGETABLES,GREEN AMARANTHUS (HARI CHAULAEE),15,120
9157,399,6,27-03-2019,3,1000033033,Sarah Bern,8/8/1980,VIC,VEGETABLES,BRINJAL,NAGPURE BRINJAL (BAINGAN),48,144
9158,89,120,02/04/19,9,1000032635,Steve Chapman,30-03-1990,SA,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BITES 66.6 GM,30,270
9159,424,115,25-10-2019,9,1000033058,Nathan Cano,14-03-1935,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,270
9160,474,20,15-06-2019,4,1000033108,Edward Nazzal,23-02-1938,QLD,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (FRENCH),44,176
9161,182,4,07/03/19,7,1000032789,Mary Zewe,31-08-1967,WA,VEGETABLES,BEANS, FRENCH BEANS(FARSI),68,476
9162,553,37,24-09-2019,3,1000033187,Joni Blumstein,2/12/1961,WA,VEGETABLES,LEAFY VEGETABLES,CURRY LEAVES,5,15
9163,152,175,28-12-2019,2,1000032736,Tom Ashbrook,6/1/1971,WA,CHOCOLATES AND SWEETS,CANDIES,RINDA PUDDING CUP JELLY 80 GM (PACK OF 6),139,278
9164,211,172,01/04/19,7,1000032844,Nicole Hansen,10/10/1932,SA,CHOCOLATES AND SWEETS,CANDIES,PARLE MANGO BITE CANDY 289 GM,50,350
9165,365,120,17-07-2019,5,1000032998,Olvera Toch,19-02-1946,WA,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BITES 66.6 GM,30,150
9166,408,105,02/11/19,5,1000033042,Laurel Workman,25-04-1953,WA,FRUITS,SEASONAL FRUITS,dates imported(500gm),189,945
9167,560,53,15-12-2019,6,1000033194,John Dryer,14-10-1947,QLD,VEGETABLES,SPROUTS AND PEAS,green sprouts(hara chana 250gm),32,192
9168,11,44,26-01-2019,6,1000032557,Anthony Jacobs,26-12-1984,QLD,VEGETABLES,LEAFY VEGETABLES,SPRING ONION (HARA PYAZ),19,114
9169,282,136,14-11-2019,4,1000032915,Maribeth Schnelling,18-11-1954,WA,CHOCOLATES AND SWEETS,CANDIES,NATURE VALLEY CRUNCHY OATS & CHOCOLATE GRANOLA BAR 21 GM,25,100
9170,474,125,19-03-2019,6,1000033108,Edward Nazzal,23-02-1938,QLD,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI STRAWBERRY FLAVOURED HARD BOILED SUGAR CANDY ,20,120
9171,555,94,20-12-2019,10,1000033189,Edward Hooks,27-02-1990,WA,FRUITS,IMPORTED_FRUITS,Avacado,399,3990
9172,326,141,20-07-2019,9,1000032959,Ruben Ausman,4/1/1952,WA,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,90
9173,427,130,25-12-2019,6,1000033061,Frank Merwin,26-03-1935,QLD,CHOCOLATES AND SWEETS,CANDIES,MENTOS GUM PURE FRESH SPEARMINT 56 GM,100,600
9174,476,123,17-09-2019,3,1000033110,Angele Hood,31-05-1964,QLD,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI LEMON FLAVOURED HARD BOILED SUGAR CANDY 100 GM,20,60
9175,82,4,04/08/19,6,1000032628,Alejandro Ballentine,1/3/1974,NSW,VEGETABLES,BEANS, FRENCH BEANS(FARSI),68,408
9176,566,103,16-06-2019,4,1000033200,Ken Dana,18-10-1960,QLD,FRUITS,SEASONAL FRUITS,amarphal,249,996
9177,567,164,08/02/19,8,1000033201,Matt Connell,27-02-1963,QLD,CHOCOLATES AND SWEETS,CANDIES,FOX'S CRYSTAL CLEAR FRUITS FLAVOURED CANDY 90 GM,47,376
9178,263,102,27-08-2019,6,1000032896,Tamara Chand,20-01-1967,WA,FRUITS,MELONS,water melon(2.5kg),85,510
9179,416,159,28-01-2019,5,1000033050,Cathy Prescott,5/1/1969,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CREAM STRAWBERRY CANDY 156.4 GM,50,250
9180,215,62,15-03-2019,6,1000032848,Mitch Willingham,24-03-1954,WA,VEGETABLES,ROOTY VEGETABLES,delhi carrot,49,294
9181,366,174,28-06-2019,5,1000032999,Sean Miller,30-03-1986,WA,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,295
9182,102,17,18-04-2019,8,1000032648,Neoma Murray,7/12/1968,SA,VEGETABLES,CUCUMBER AND GOURDS,COCCINIA(TENDLI),78,624
9183,339,42,21-10-2019,2,1000032972,Brian Derr,19-10-1960,WA,VEGETABLES,LEAFY VEGETABLES,RED AMARANTHUS (LAL CHAULAEE),15,30
9184,151,126,04/02/19,6,1000032730,Scot Wooten,30-05-1957,WA,CHOCOLATES AND SWEETS,CANDIES,KOPIKO CANDY CAPPUCCINO 175 GM,115,690
9185,276,119,07/11/19,7,1000032909,John Murray,16-09-1954,WA,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BELT 57.6 GM,30,210
9186,131,130,16-07-2019,6,1000032677,Corey Roper,25-12-1947,WA,CHOCOLATES AND SWEETS,CANDIES,MENTOS GUM PURE FRESH SPEARMINT 56 GM,100,600
9187,313,140,06/09/19,7,1000032946,Mitch Gastineau,19-12-1946,WA,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,70
9188,39,169,13-03-2019,4,1000032585,Dan Lawera,1/1/1962,NT,CHOCOLATES AND SWEETS,CANDIES,PARLE KACCHA MANGO BITE CANDY 277 GM,50,200
9189,297,13,28-06-2019,7,1000032930,Cari Schnelling,13-02-1950,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,LEMON(NEEMBU),59,413
9190,59,66,22-06-2019,5,1000032605,Chuck Sachs,27-06-1948,QLD,VEGETABLES,SEASONAL VEGETABLES,cabbage(patta gobi),18,90
9191,216,17,22-09-2019,7,1000032849,Kelly Collister,6/7/1970,WA,VEGETABLES,CUCUMBER AND GOURDS,COCCINIA(TENDLI),78,546
9192,89,53,21-08-2019,4,1000032635,Steve Chapman,30-03-1990,SA,VEGETABLES,SPROUTS AND PEAS,green sprouts(hara chana 250gm),32,128
9193,446,159,21-07-2019,8,1000033080,Maureen Fritzler,23-02-1946,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CREAM STRAWBERRY CANDY 156.4 GM,50,400
9194,185,74,12/06/19,3,1000032800,Sean Christensen,30-03-1951,WA,FRUITS,APPLE,granny smith,259,777
9195,291,146,27-11-2019,5,1000032924,Alejandro Savely,29-07-1940,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDIES JAR (PACK OF 50),50,250
9196,251,88,08/08/19,10,1000032884,Pamela Stobb,9/8/1967,SA,FRUITS,CITRUS_FRUITS,pineapple,59,590
9197,62,81,03/12/19,2,1000032608,Kimberly Carter,10/9/1980,NSW,FRUITS,BANANA,robust,26,52
9198,289,68,12/09/19,3,1000032922,Stewart Visinsky,31-10-1946,QLD,VEGETABLES,SEASONAL VEGETABLES,cauliflower,29,87
9199,258,88,03/02/19,9,1000032891,Katrina Willman,26-02-1939,WA,FRUITS,CITRUS_FRUITS,pineapple,59,531
9200,309,39,25-08-2019,6,1000032942,Lena Hernandez,26-06-1944,WA,VEGETABLES,LEAFY VEGETABLES,FENUGREEK (METHI),14,84
9201,143,168,06/11/19,8,1000032713,Claire Gute,9/4/1955,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE 2 IN 1 ECLAIRS TOFFEE 277 GM,50,400
9202,120,154,28-01-2019,10,1000032666,Alyssa Tate,4/1/1973,NT,CHOCOLATES AND SWEETS,CANDIES,TIC TAC PEACH AND PASSION FRUIT FLAVOURED MINTS 10.2 GM,10,100
9203,98,85,28-11-2019,3,1000032644,Adam Bellavance,25-02-1939,SA,FRUITS,CITRUS_FRUITS,kinoo orange,49,147
9204,27,106,15-11-2019,6,1000032573,Eugene Barchas,17-07-1978,NSW,FRUITS,SEASONAL FRUITS,Fig-Anjeer,99,594
9205,181,19,22-11-2019,6,1000032788,Eleni McCrary,19-06-1958,VIC,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (KHEERA),39,234
9206,176,153,01/05/19,10,1000032779,Rob Beeghly,20-09-1959,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC MINTENSITY MINTS 15 GM,15,150
9207,524,75,08/01/19,6,1000033158,Eileen Kiefer,3/6/1939,QLD,FRUITS,APPLE,kinnaur,149,894
9208,535,78,13-08-2019,10,1000033169,Michelle Moray,19-02-1972,QLD,FRUITS,APPLE,Fuji,239,2390
9209,524,54,27-03-2019,8,1000033158,Eileen Kiefer,3/6/1939,QLD,VEGETABLES,SPROUTS AND PEAS,sprouted beans(200gm),32,256
9210,333,95,26-04-2019,5,1000032966,Luke Weiss,16-02-1967,WA,FRUITS,IMPORTED_FRUITS,baby kiwi,89,445
9211,57,24,01/01/19,1,1000032603,Mitch Webber,1/2/1960,VIC,VEGETABLES,EXOTIC VEGETABLES,BABYCORN,19,19
9212,229,100,09/03/19,6,1000032862,Emily Ducich,6/4/1988,SA,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,1194
9213,23,67,05/01/19,5,1000032569,Laurel Beltran,29-01-1951,NSW,VEGETABLES,SEASONAL VEGETABLES,capsicum green,56,280
9214,286,174,06/03/19,10,1000032919,Christina DeMoss,2/10/1971,WA,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,590
9215,276,21,17-02-2019,5,1000032909,John Murray,16-09-1954,WA,VEGETABLES,CUCUMBER AND GOURDS,MADRAS CUCUMBER (MADRAS KHEERA),33,165
9216,325,61,04/11/19,9,1000032958,Mathew Reese,28-01-1966,WA,VEGETABLES,ROOTY VEGETABLES,colocasia small pack,68,612
9217,585,65,12/11/19,5,1000033219,Jennifer Halladay,22-12-1971,QLD,VEGETABLES,ROOTY VEGETABLES,yan(Rataaloo),49,245
9218,401,119,10/11/19,8,1000033035,Valerie Takahito,26-05-1961,VIC,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BELT 57.6 GM,30,240
9219,323,102,23-05-2019,1,1000032956,Trudy Brown,2/8/1981,WA,FRUITS,MELONS,water melon(2.5kg),85,85
